-28512,-28496,-16
-28512,-28496,-16
-28496,-28496,0
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28496,-28496,0
-28512,-28496,-16
-28512,-28496,-16
-28528,-28496,-32
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28512,-28496,-16
-28528,-28496,-32
-28528,-28496,-32
-28512,-28496,-16
-28544,-28496,-48
-28512,-28496,-16
-28512,-28496,-16
-28528,-28496,-32
-28528,-28496,-32
-28528,-28496,-32
-28544,-28496,-48
-28544,-28496,-48
-28560,-28496,-64
-28528,-28496,-32
-28544,-28496,-48
-28544,-28496,-48
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28560,-28497,-63
-28576,-28497,-79
-28304,-28497,193
-28304,-28496,192
-28512,-28496,-16
-28528,-28496,-32
-28560,-28496,-64
-28560,-28496,-64
-28528,-28497,-31
-28544,-28497,-47
-28560,-28497,-63
-28560,-28497,-63
-28544,-28497,-47
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28480,-28497,17
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28480,-28497,17
-28512,-28497,-15
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28544,-28497,-47
-28512,-28497,-15
-28528,-28497,-31
-28496,-28497,1
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28496,-28497,1
-28480,-28497,17
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28480,-28497,17
-28496,-28497,1
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28544,-28497,-47
-28512,-28497,-15
-28528,-28497,-31
-28544,-28497,-47
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28544,-28497,-47
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28544,-28497,-47
-28528,-28497,-31
-28512,-28497,-15
-28528,-28497,-31
-28544,-28497,-47
-28544,-28497,-47
-28544,-28497,-47
-28528,-28497,-31
-28528,-28497,-31
-28544,-28497,-47
-28528,-28497,-31
-28560,-28497,-63
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28544,-28497,-47
-28544,-28497,-47
-28544,-28497,-47
-28528,-28497,-31
-28544,-28498,-46
-28528,-28498,-30
-28560,-28498,-62
-28432,-28498,66
-28192,-28497,305
-28544,-28497,-47
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28528,-28497,-31
-28544,-28497,-47
-28528,-28497,-31
-28480,-28497,17
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28480,-28497,17
-28496,-28497,1
-28544,-28497,-47
-28480,-28497,17
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28528,-28497,-31
-28512,-28497,-15
-28496,-28497,1
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28496,-28497,1
-28496,-28497,1
-28512,-28497,-15
-28512,-28497,-15
-28512,-28497,-15
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28496,-28498,2
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28544,-28498,-46
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28528,-28498,-30
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28496,-28498,2
-28528,-28498,-30
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
-28528,-28498,-30
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28512,-28498,-14
-28528,-28498,-30
-28480,-28498,18
-28512,-28498,-14
-28512,-28498,-14
-28496,-28498,2
